geneID	gff_annotation	gff_annotation2
113021889	ctdspl2	CTD small phosphatase like 2%2C transcript variant X2
113021906	casc4	cancer susceptibility 4%2C transcript variant X2
113021923	fam189a1	family with sequence similarity 189 member A1%2C transcript variant X1
113021929	LOC113021929	tight junction protein ZO-1-like%2C transcript variant X11
113021992	terb2	telomere repeat binding bouquet formation protein 2
113021982	sord	sorbitol dehydrogenase
113021997	LOC113021997	amyloid-beta A4 precursor protein-binding family A member 2-like%2C transcript variant X3
113021003	LOC113021003	serum amyloid A-5 protein-like
113022011	LOC113022011	synaptotagmin-7-like%2C transcript variant X1
113022040	sdhaf2	succinate dehydrogenase complex assembly factor 2%2C transcript variant X2
113022029	cpsf7	cleavage and polyadenylation specific factor 7%2C transcript variant X2
113022048	polr2l	RNA polymerase II subunit L
113022057	LOC113022057	uncharacterized LOC113022057
113022062	dagla	diacylglycerol lipase alpha%2C transcript variant X1
113022068	ext2	exostosin glycosyltransferase 2
113022075	LOC113022075	homeobox protein aristaless-like 4%2C transcript variant X2
113022082	LOC113022082	caprin-1-like%2C transcript variant X1
113022099	LOC113022099	nucleobindin-2-like
113022105	LOC113022105	pleckstrin homology domain-containing family A member 7-like%2C transcript variant X5
113022153	LOC113022153	transcription factor SOX-6-like%2C transcript variant X4
113021067	LOC113021067	calcitonin-1-like%2C transcript variant X2
113022194	LOC113022194	vitamin D 25-hydroxylase
113022181	pde3b	phosphodiesterase 3B%2C transcript variant X2
113022201	copb1	coatomer protein complex subunit beta 1
113022234	rras2	RAS related 2%2C transcript variant X1
113022211	tub	tubby bipartite transcription factor%2C transcript variant X1
113022225	LOC113022225	protein RIC-3-like
113022258	LOC113022258	uncharacterized LOC113022258
113022259	LOC113022259	uncharacterized LOC113022259
113022250	LOC113022250	rhombotin-1
113022262	LOC113022262	uncharacterized LOC113022262
113022267	LOC113022267	uncharacterized LOC113022267
113022271	stk33	serine/threonine kinase 33%2C transcript variant X2
113028138	trnag-ccc	tRNA-Gly
113022281	LOC113022281	tripartite motif-containing protein 66-like%2C transcript variant X2
113022304	st5	suppression of tumorigenicity 5%2C transcript variant X2
113022311	tmem9b	TMEM9 domain family member B
113022340	scube2	signal peptide%2C CUB domain and EGF like domain containing 2%2C transcript variant X3
113022361	LOC113022361	SIN3-HDAC complex-associated factor-like%2C transcript variant X1
113022315	dennd5a	DENN domain containing 5A%2C transcript variant X6
113022370	tmem41b	transmembrane protein 41B
113022376	ipo7	importin 7
113022383	swap70	switching B cell complex subunit SWAP70
113022388	sbf2	SET binding factor 2%2C transcript variant X3
113021199	LOC113021199	ADM-like
113022407	ampd3	adenosine monophosphate deaminase 3%2C transcript variant X3
113022423	lyve1	lymphatic vessel endothelial hyaluronan receptor 1
113022430	mrvi1	murine retrovirus integration site 1 homolog
113022435	ctr9	CTR9 homolog%2C Paf1/RNA polymerase II complex component
113022438	eif4g2	eukaryotic translation initiation factor 4 gamma 2
113022442	galnt18	polypeptide N-acetylgalactosaminyltransferase 18
113021267	LOC113021267	uncharacterized LOC113021267
113029001	pth	parathyroid hormone
113022449	btbd10	BTB domain containing 10%2C transcript variant X3
113021313	LOC113021313	uncharacterized LOC113021313
113021363	LOC113021363	uncharacterized LOC113021363
113021407	LOC113021407	uncharacterized LOC113021407
113021447	rassf10	Ras association domain family member 10
113022473	tead1	TEA domain transcription factor 1%2C transcript variant X2
113022532	mical2	microtubule associated monooxygenase%2C calponin and LIM domain containing 2%2C transcript variant X5
113022568	dkk3	dickkopf WNT signaling pathway inhibitor 3%2C transcript variant X4
113022510	usp47	ubiquitin specific peptidase 47%2C transcript variant X1
113021501	clec3a	C-type lectin domain family 3 member A
113022587	vat1l	vesicle amine transport 1 like
113022593	bola3	bolA family member 3
113022600	LOC113022600	polycystic kidney disease protein 1-like 2
113029065	LOC113029065	ubiquitin carboxyl-terminal hydrolase 37-like
113022601	LOC113022601	nuclear factor of activated T-cells 5-like%2C transcript variant X1
113022633	kars	lysyl-tRNA synthetase%2C transcript variant X1
113022645	LOC113022645	glycine cleavage system H protein%2C mitochondrial-like
113022653	rpl13	ribosomal protein L13
113028119	LOC113028119	small nucleolar RNA MBII-202
113022660	cpne7	copine 7%2C transcript variant X4
113021704	LOC113021704	histamine H2 receptor-like
113022673	LOC113022673	cytochrome b5-like%2C transcript variant X2
113022684	dhx38	DEAH-box helicase 38%2C transcript variant X1
113022710	LOC113022710	uncharacterized LOC113022710%2C transcript variant X4
113022719	zfhx3	zinc finger homeobox 3%2C transcript variant X5
113022743	LOC113022743	uncharacterized LOC113022743
113022748	LOC113022748	hepatocyte nuclear factor 4-beta-like%2C transcript variant X2
113022756	crispld2	cysteine rich secretory protein LCCL domain containing 2%2C transcript variant X2
113022765	usp10	ubiquitin specific peptidase 10%2C transcript variant X2
113022793	LOC113022793	MARVEL domain-containing protein 3-like%2C transcript variant X2
113022777	phlpp2	PH domain and leucine rich repeat protein phosphatase 2%2C transcript variant X2
113022812	ap1g1	adaptor related protein complex 1 subunit gamma 1%2C transcript variant X3
113022818	znf821	zinc finger protein 821%2C transcript variant X3
113022806	atxn1l	ataxin 1 like
113022852	mtmr10	myotubularin related protein 10%2C transcript variant X2
113022867	myo1e	myosin IE%2C transcript variant X1
113022877	rnf111	ring finger protein 111%2C transcript variant X4
113022916	sltm	SAFB like transcription modulator%2C transcript variant X2
113022926	mindy2	MINDY lysine 48 deubiquitinase 2%2C transcript variant X1
113022937	adam10	ADAM metallopeptidase domain 10
113022942	lipc	lipase C%2C hepatic type%2C transcript variant X1
113022954	aqp9	aquaporin 9
113022956	aldh1a2	aldehyde dehydrogenase 1 family member A2
113022969	polr2m	RNA polymerase II subunit M
113022963	LOC113022963	myocardial zonula adherens protein-like
113022975	cgnl1	cingulin like 1%2C transcript variant X1
113022988	tcf12	transcription factor 12%2C transcript variant X2
113023007	LOC113023007	transcription factor 12-like
113021788	LOC113021788	uncharacterized LOC113021788%2C transcript variant X1
113023015	znf280d	zinc finger protein 280D%2C transcript variant X1
113023028	mns1	meiosis specific nuclear structural 1
113023035	tex9	testis expressed 9
113023042	rfx7	regulatory factor X7
113023048	nedd4	neural precursor cell expressed%2C developmentally down-regulated 4%2C E3 ubiquitin protein ligase%2C transcript variant X2
113023061	prtg	protogenin
113023066	ccpg1	cell cycle progression 1%2C transcript variant X1
113023077	pigb	phosphatidylinositol glycan anchor biosynthesis class B
113023083	pigbos1	PIGB opposite strand 1%2C transcript variant X3
113023101	rab27a	RAB27A%2C member RAS oncogene family%2C transcript variant X1
113023119	vrk3	VRK serine/threonine kinase 3%2C transcript variant X3
113023155	LOC113023155	rho family-interacting cell polarization regulator 1-like%2C transcript variant X1
113023211	LOC113023211	transcriptional repressor CTCF-like
113023188	LOC113023188	flocculation protein FLO11-like%2C transcript variant X3
113023221	nudt21	nudix hydrolase 21
113023231	ogfod1	2-oxoglutarate and iron dependent oxygenase domain containing 1
113023241	tradd	TNFRSF1A associated via death domain%2C transcript variant X1
113023276	LOC113023276	guanine nucleotide-binding protein G(o) subunit alpha-like
113023266	cog4	component of oligomeric golgi complex 4
113023295	LOC113023295	inner centromere protein A-like%2C transcript variant X1
113023284	LOC113023284	glucose-fructose oxidoreductase domain-containing protein 2-like
113023311	thap11	THAP domain containing 11
113021849	LOC113021849	neuritin-like protein
113021915	LOC113021915	putative sodium-coupled neutral amino acid transporter 8
113023323	cmtr2	cap methyltransferase 2%2C transcript variant X3
113023356	LOC113023356	calretinin-like
113023346	got2	glutamic-oxaloacetic transaminase 2
113023376	slc38a7	solute carrier family 38 member 7%2C transcript variant X1
113023368	LOC113023368	lysosomal protective protein-like
113023392	LOC113023392	transcription factor E2F5-like%2C transcript variant X2
113023411	LOC113023411	dynein regulatory complex subunit 4-like
113023421	LOC113023421	uncharacterized LOC113023421
113021968	strc	stereocilin
113023444	LOC113023444	furin-1-like%2C transcript variant X1
113023426	LOC113023426	tyrosine-protein kinase Fes/Fps-like%2C transcript variant X1
113023457	LOC113023457	ammonium transporter Rh type C 2-like
113023464	LOC113023464	uncharacterized LOC113023464
113023469	kif7	kinesin family member 7
113022036	LOC113022036	fibulin-7-like
113022092	LOC113022092	C-type lectin domain family 18 member A-like
113023476	LOC113023476	heterogeneous nuclear ribonucleoprotein C-like
113022159	LOC113022159	5-hydroxyisourate hydrolase-like
113023490	pdcd5	programmed cell death 5
113023485	mvd	mevalonate diphosphate decarboxylase
113022221	LOC113022221	cytochrome b-245 light chain
113023494	tcf25	transcription factor 25
113023499	mc1r	melanocortin 1 receptor
113023504	def8	differentially expressed in FDCP 8 homolog%2C transcript variant X1
113023517	LOC113023517	AFG3-like protein 1
113023523	dbndd1	dysbindin domain containing 1
113023530	mthfsd	methenyltetrahydrofolate synthetase domain containing%2C transcript variant X6
113023560	foxf1	forkhead box F1
113022285	LOC113022285	uncharacterized LOC113022285
113023565	irf8	interferon regulatory factor 8
113023572	LOC113023572	dual specificity protein phosphatase 22-A-like%2C transcript variant X1
113023584	LOC113023584	cytochrome c oxidase subunit 4 isoform 1%2C mitochondrial
113023579	emc8	ER membrane protein complex subunit 8
113023613	gins2	GINS complex subunit 2%2C transcript variant X2
113023592	gse1	Gse1 coiled-coil protein%2C transcript variant X1
113023640	LOC113023640	protein phosphatase 1 regulatory subunit 3E-like
113023633	LOC113023633	uncharacterized LOC113023633
113023626	atmin	ATM interactor
113022324	cenpn	centromere protein N
113023647	cmc2	C-X9-C motif containing 2%2C transcript variant X1
113023658	cdyl2	chromodomain Y like 2
113029133	LOC113029133	zinc finger BED domain-containing protein 1-like
113022381	LOC113022381	60S ribosomal protein L30
113023662	LOC113023662	transcription factor Maf-like%2C transcript variant X2
113023671	LOC113023671	liprin-beta-2-like%2C transcript variant X1
113023695	LOC113023695	synaptotagmin-9-like%2C transcript variant X3
113023706	spon1	spondin 1
113023712	kiaa1549l	KIAA1549 like%2C transcript variant X2
113023726	hipk3	homeodomain interacting protein kinase 3%2C transcript variant X2
113023739	cstf3	cleavage stimulation factor subunit 3
113023748	depdc7	DEP domain containing 7
113023756	qser1	glutamine and serine rich 1%2C transcript variant X2
113023772	prrg4	proline rich and Gla domain 4%2C transcript variant X1
113023783	eif3m	eukaryotic translation initiation factor 3 subunit M
113023791	LOC113023791	Wilms tumor protein homolog%2C transcript variant X3
113023810	rcn1	reticulocalbin 1
113023818	pax6	paired box 6%2C transcript variant X2
113023858	elp4	elongator acetyltransferase complex subunit 4
113023866	immp1l	inner mitochondrial membrane peptidase subunit 1%2C transcript variant X1
113023888	LOC113023888	uncharacterized LOC113023888%2C transcript variant X1
113023879	LOC113023879	ribosomal protein S6 kinase alpha-2-like%2C transcript variant X1
113023894	LOC113023894	ribonuclease T2-like
113023901	LOC113023901	myomesin-2-like
113023905	csmd1	CUB and Sushi multiple domains 1%2C transcript variant X3
113023921	LOC113023921	uncharacterized LOC113023921
113022512	LOC113022512	chitin synthase chs-1-like
113023927	ddx21	DExD-box helicase 21
113022579	mpc1	mitochondrial pyruvate carrier 1
113023934	kif1bp	KIF1 binding protein
113023942	srgn	serglycin%2C transcript variant X1
113023950	vps26a	VPS26%2C retromer complex component A
113023959	LOC113023959	uncharacterized LOC113023959%2C transcript variant X1
113023966	supv3l1	Suv3 like RNA helicase
113023973	LOC113023973	putative hexokinase HKDC1
113023978	hk1	hexokinase 1
113023983	tacr2	tachykinin receptor 2%2C transcript variant X2
113023998	tspan15	tetraspanin 15
113022637	LOC113022637	zinc finger protein 615-like
113024006	dna2	DNA replication helicase/nuclease 2%2C transcript variant X1
113024047	LOC113024047	phenazine biosynthesis-like domain-containing protein 1
113024037	LOC113024037	heterogeneous nuclear ribonucleoprotein H-like%2C transcript variant X3
113024017	rufy2	RUN and FYVE domain containing 2%2C transcript variant X2
113022697	LOC113022697	uncharacterized LOC113022697%2C transcript variant X2
113024050	fam120b	family with sequence similarity 120B
113024057	dll1	delta like canonical Notch ligand 1
113022789	mis12	MIS12%2C kinetochore complex component
113024065	ppm1g	protein phosphatase%2C Mg2+/Mn2+ dependent 1G
113024073	rhou	ras homolog family member U
113022849	pdcd2	programmed cell death 2%2C transcript variant X1
113024083	tbp	TATA-box binding protein%2C transcript variant X3
113024080	psmc3	proteasome 26S subunit%2C ATPase 3
113024097	psmb1	proteasome subunit beta 1
113024102	phf10	PHD finger protein 10%2C transcript variant X1
113024116	rab4a	RAB4A%2C member RAS oncogene family%2C transcript variant X2
113024111	LOC113024111	centriole%2C cilia and spindle-associated protein-like
113024109	LOC113024109	actin%2C alpha skeletal muscle A
113024123	abcb10	ATP binding cassette subfamily B member 10
113024129	urb2	URB2 ribosome biogenesis homolog
113024135	galnt2	polypeptide N-acetylgalactosaminyltransferase 2%2C transcript variant X1
113024137	LOC113024137	N-lysine methyltransferase SMYD2-A-like
113024143	cenpf	centromere protein F%2C transcript variant X1
113024152	LOC113024152	potassium channel subfamily K member 2-like%2C transcript variant X1
113024163	cgref1	cell growth regulator with EF-hand domain 1
113022955	efcab2	EF-hand calcium binding domain 2
113024168	LOC113024168	ADP-dependent glucokinase-like
113024174	LOC113024174	cathepsin B-like
113024177	LOC113024177	XK-related protein 5-like%2C transcript variant X2
113024181	LOC113024181	protein eva-1 homolog A-like%2C transcript variant X2
113024185	LOC113024185	intersectin-2-like%2C transcript variant X2
